Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,disHT2,disVeg2,dna_id,prevtags,first_action,exit_time,year
58,,CC,,,,,,,,,,,,,,,140.0,,75.0,,,,,,,,8-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
59,,CC,,,,,,,,,,,,,,,144.0,,119.0,,,,,,,,9-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
60,,CC,,,,,,,,,,,,,,,87.0,,83.0,,,,,,,,11-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
61,,CC,,,,,,,,,,,,,,,118.0,,68.0,,,,,,,,12-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
62,,CC,,,,,,,,,,,,,,,140.0,,118.0,,,,,,,,12-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
63,,CC,,,,,,,,,,,,,,,105.0,,81.0,,,,,,,,14-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
64,,CC,,,,,,,,,,,,,,,99.0,,92.0,,,,,,,,15-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
65,,CC,,,,,,,,,,,,,,,114.0,,72.0,,,,,,,,16-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
66,,CC,,,,,,,,,,,,,,,99.0,,84.0,,,,,,,,17-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
67,,CC,,,,,,,,,,,,,,,105.0,,89.0,,,,,,,,17-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
68,,CC,,,,,,,,,,,,,,,83.0,,37.0,,,,,,,,20-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
69,,CC,,,,,,,,,,,,,,,147.0,,93.0,,,,,,,,22-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
70,,CC,,,,,,,,,,,,,,,82.0,,67.0,,,,,,,,26-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
71,,CC,,,,,,,,,,,,,,,129.0,,107.0,,,,,,,,27-Jul-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
72,,CC,,,,,,,,,,,,,,,80.0,,80.0,,,,,,,,2-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
73,,CC,,,,,,,,,,,,,,,83.0,,77.0,,,,,,,,4-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
74,,CC,,,,,,,,,,,,,,,89.0,,52.0,,,,,,,,5-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
75,,CC,,,,,,,,,,,,,,,137.0,,91.0,,,,,,,,8-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
76,,CC,,,,,,,,,,,,,,,125.0,,0.0,,,,,,,,11-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
77,,CC,,,,,,,,,,,,,,,120.0,,34.0,,,,,,,,12-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
78,,CC,,,,,,,,,,,,,,,103.0,,98.0,,,,,,,,16-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
79,,CC,,,,,,,,,,,,,,,119.0,,103.0,,,,,,,,17-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
80,,CC,,,,,,,,,,,,,,,124.0,,107.0,,,,,,,,21-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
81,,CC,,,,,,,,,,,,,,,115.0,,96.0,,,,,,,,26-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
82,,CC,,,,,,,,,,,,,,,108.0,,0.0,,,,,,,,3-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
83,,CC,,,,,,,,,,,,,,,116.0,,97.0,,,,,,,,7-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
84,,CC,,,,,,,,,,,,,,,142.0,,56.0,,,,,,,,12-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
85,,CC,,,,,,,,,,,,,,,118.0,,108.0,,,,,,,,17-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
86,,CC,,,,,,,,,,,,,,,137.0,,121.0,,,,,,,,26-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
87,,CC,,,,,,,,,,,,,,,,,,,,,,,,,4-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
88,,CC,,,,,,,,,,,,,,,,,,,,,,,,,14-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
89,,CC,,,,,,,,,,,,,,,105.0,,86.0,,,,,,,,27-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
90,,CC,,,,,,,,,,,,,,,102.0,,17.0,,,,,,,,10-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
91,,CC,,,,,,,,,,,,,,,91.0,,73.0,,,,,,,,17-Jul-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
92,,CC,,,,,,,,,,,,,,,113.0,,63.0,,,,,,,,1-Aug-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
93,,CC,,,,,,,,,,,,,,,142.0,,0.0,,,,,,,,6-Aug-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
94,,CC,,,,,,,,,,,,,,,,,,,,,,,,,9-Aug-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
95,,CC,,,,,,,,,,,,,,,98.0,,0.0,,,,,,,,9-Aug-82,,,,,,,,N,,,,,,,,,,,,,,,,,,1982.0
96,,CC,,,,,,,,,,,,,,,115.0,,0.0,,,,,,,,17-Aug-82,,,,,,,,Y,,,,,,,,,,,,,,,,,,1982.0
1,,,,,,,,,,,,,,,,72.0,0.0,0.0,,,,,,,,11-Aug-83,31-May-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
2,,,,,,,,,102.0,,100.0,,,,,70.0,0.0,0.0,112.0,,,,,,,11-Aug-83,2-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
3,,,,,,,,,100.0,,88.0,,,,,,0.0,0.0,,,,,,"relocated to point and washed over, eggs never found @ point",,,5-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
4,,,,,,,,,,,,,,,,68.0,0.0,0.0,90.0,24.0,,,,,,12-Aug-83,5-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
5,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,"washed over, not found",,,10-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
6,,,,,,,,,97.0,,80.0,,,,,67.0,0.0,0.0,92.0,19.0,,,1.0,same as turtle 011? @ beside hatchery,,17-Aug-83,11-Jun-83,82.0,,,,,,,Y,112.0,,,,,,,,,,,,,,,,,1983.0
7,,,,,,,,,,,,,,,,63.0,132.0,4.0,71.0,65.0,,,,relocated 132+4broken @ beside hatchery,,14-Aug-83,12-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
8,,,,,,,,,107.0,,96.0,,,,,61.0,112.0,0.0,85.0,21.0,,1.0,1.0,relocated 112 eggs @ near hatchery,,13-Aug-83,13-Jun-83,79.0,,,,,,,Y,107.0,,,,,,,,,,,,,,,,,1983.0
9,,,,,,,,,,,,,,,,62.0,113.0,0.0,29.0,81.0,,,,relocated 113 eggs @ ?,,14-Aug-83,13-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
10,,,,,,,,,,,,,,,,69.0,157.0,1.0,139.0,15.0,,1.0,2.0,relocated 157+1 broken,,22-Aug-83,14-Jun-83,89.0,,,,,,,Y,157.0,,,,,,,,,,,,,,,,,1983.0
11,,,,,,,,,,,,,,,,62.0,0.0,0.0,,,,,,possible eaten by fox,,15-Aug-83,14-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
12,,,,,,,,,,,,,,,,68.0,0.0,0.0,15.0,60.0,,,3.0,,,22-Aug-83,15-Jun-83,19.0,,,,,,,N,78.0,,,,,,,,,,,,,,,,,1983.0
13,,,,,,,,,112.0,,97.0,,,,,61.0,0.0,0.0,131.0,5.0,,1.0,1.0,,,15-Aug-83,15-Jun-83,96.0,,,,,,,N,137.0,,,,,,,,,,,,,,,,,1983.0
14,,,,,,,,,105.0,,106.0,,,,,61.0,110.0,1.0,83.0,12.0,,,,relocated 110+1 broken @ Capt. Charlies,,15-Aug-83,15-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
15,,,,,,,,,98.0,,92.0,,,,,61.0,106.0,0.0,68.0,19.0,,,1.0,relocated 106 @ where laid,,16-Aug-83,16-Jun-83,77.0,,,,,,,Y,88.0,,,,,,,,,,,,,,,,,1983.0
16,,,,,,,,,,,,,,,,63.0,103.0,2.0,78.0,17.0,,,,relocated 103+2 broken @ S of hatchery,,18-Aug-83,16-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
17,,,,,,,,,,,,,,,,57.0,167.0,2.0,120.0,32.0,,,2.0,relocated 167 + 2 broken @ west beach,,12-Aug-83,16-Jun-83,77.0,,,,,,,Y,156.0,,,,,,,,,,,,,,,,,1983.0
18,,,,,,,,,107.0,,98.0,,,,,67.0,158.0,3.0,112.0,41.0,,1.0,,158 eggs relocated + 3 broken @ ?,,23-Aug-83,17-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
19,,,,,,,,,,,,,,,,63.0,0.0,0.0,114.0,19.0,,,,,,,2-Jan-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
20,,,,,,,,,102.0,,96.0,,,,,59.0,131.0,0.0,,,,5.0,,"131 eggs relocated, fox shredded shells @ where laid",,16-Aug-83,18-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
21,,,,,,,,,105.0,,95.0,,,,,62.0,94.0,19.0,68.0,26.0,,2.0,,94 relocated + 19 broken @ hatchery,,19-Aug-83,18-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
22,,,,,,,,,,,,,,,,64.0,0.0,0.0,,,,,,nest washed over after hatched,,21-Aug-83,18-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
23,,,,,,,,,108.0,,96.0,,,,,59.0,120.0,0.0,105.0,15.0,,7.0,1.0,120 relocated,,17-Aug-83,19-Jun-83,87.0,,,,,,,N,121.0,,,,,,,,,,,,,,,,,1983.0
24,,,,,,,,,92.0,,,,,,,61.0,0.0,0.0,,,,,,"at least 52 hatched, nest dug up",,21-Aug-83,21-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
25,,,,,,,,,100.0,,98.0,,,,,54.0,0.0,0.0,,,,,,nest dug up,,14-Aug-83,21-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
26,,,,,,,,,,,,,,,,61.0,65.0,0.0,57.0,8.0,,,,relocated 65 @ higher,,21-Aug-83,21-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
27,,,,,,,,,,,,,,,,61.0,112.0,2.0,,,,,,"112 eggs relocated + 2 broken, nest marker not found @ higher",,21-Aug-83,21-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
28,,,,,,,,,108.0,,101.0,,,,,59.0,124.0,0.0,80.0,4.0,,2.0,,124 eggs relocated @ hatchery,,20-Aug-83,22-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
29,,,,,,,,,102.0,,101.0,,,,,,141.0,2.0,,,,,,"141 eggs relocated + 2 broken, marker not found @ higher",,,24-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
30,,,,,,,,,,,,,,,,65.0,116.0,1.0,99.0,6.0,,,,116 eggs relocated + 1 broken,,28-Aug-83,24-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
31,,,,,,,,,100.0,,96.0,,,,,57.0,82.0,2.0,54.0,22.0,,,1.0,82 eggs relocated + 2 broken @ hatchery,,20-Aug-83,24-Jun-83,68.0,,,,,,,Y,79.0,,,,,,,,,,,,,,,,,1983.0
32,,,,,,,,,99.0,,92.0,,,,,58.0,89.0,0.0,0.0,89.0,,,,89 relocated @ higher,,21-Aug-83,24-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
33,,,,,,,,,119.0,,109.0,,,,,,0.0,0.0,,,,,,marker not found @ ?,,,25-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
34,,,,,,,,,,,,,,,,,94.0,1.0,,,,,,"94 eggs relocated + 1 broken, marker not found @ near hatchery",,,25-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
35,,,,,,,,,94.0,,89.0,,,,,57.0,128.0,4.0,10.0,93.0,,1.0,4.0,128 eggs relocated + 4 broken @ near hatchery,,23-Aug-83,27-Jun-83,9.0,,,,,,,Y,111.0,,,,,,,,,,,,,,,,,1983.0
36,,,,,,,,,99.0,,88.0,,,,,57.0,94.0,3.0,5.0,82.0,,,,94 eggs relocated + 3 broken @ near hatchery,,23-Aug-83,27-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
37,,,,,,,,,,,,,,,,57.0,114.0,0.0,65.0,16.0,,,,114 eggs relocated @ hatchery,,23-Aug-83,27-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
38,,,,,,,,,,,,,,,,57.0,120.0,1.0,103.0,22.0,,,,120 eggs relocated + 1 broken @ higher,,23-Aug-83,27-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
39,,,,,,,,,107.0,,100.0,,,,,,0.0,0.0,,,,,,marker not found,,,28-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
40,,,,,,,,,,,,,,,,59.0,124.0,3.0,,,,,,124 eggs relocated + 3 broken @ near hatchery,,26-Aug-83,28-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
41,,,,,,,,,,,,,,,,61.0,94.0,5.0,64.0,20.0,,,,94 eggs relocated + 5 broken @ hatchery,,28-Aug-83,28-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
42,,,,,,,,,,,,,,,,56.0,0.0,0.0,73.0,34.0,,2.0,1.0,,,24-Aug-83,29-Jun-83,68.0,,,,,,,N,108.0,,,,,,,,,,,,,,,,,1983.0
43,,,,,,,,,,,,,,,,61.0,116.0,0.0,55.0,61.0,,,,116 eggs relocated @ hatchery,,28-Aug-83,28-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
44,,,,,,,,,,,,,,,,61.0,137.0,0.0,97.0,32.0,,1.0,,137 eggs relocated @ hatchery,,30-Aug-83,30-Jun-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
45,,,,,,,,,,,,,,,,,112.0,0.0,97.0,15.0,,,,112 eggs relocated,,,30-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
46,,,,,,,,,106.0,,94.0,,,,,61.0,116.0,8.0,,,,,,116 eggs relocated + 8 broken,,30-Aug-83,30-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
47,,,,,,,,,106.0,,99.0,,,,,58.0,154.0,2.0,85.0,50.0,,,2.0,154 eggs relocated + 2 broken @ hatchery,,27-Aug-83,30-Jun-83,61.0,,,,,,,Y,139.0,,,,,,,,,,,,,,,,,1983.0
48,,,,,,,,,105.0,,97.0,,,,,56.0,131.0,0.0,85.0,46.0,,,,131 eggs relocated,,25-Aug-83,30-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
49,,,,,,,,,,,,,,,,57.0,132.0,0.0,91.0,9.0,,,,132 eggs relocated,,26-Aug-83,30-Jun-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
50,,,,,,,,,102.0,,102.0,,,,,64.0,0.0,0.0,,,,,,nest eroded @ hatchery,,3-Sep-83,1-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
51,,,,,,,,,106.0,,102.0,,,,,62.0,131.0,9.0,54.0,74.0,,,,131 eggs relocated + 9 broken @ hatchery,,1-Sep-83,1-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
52,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,"marker not found, dune eroded",,,1-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
53,,,,,,,,,100.0,,95.0,,,,,66.0,134.0,0.0,15.0,112.0,,,,134 eggs relocated @ higher,,7-Sep-83,3-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
54,,,,,,,,,,,,,,,,69.0,83.0,7.0,27.0,56.0,,,3.0,83 eggs relocated + 7 broken @ hatchery,,10-Sep-83,3-Jul-83,29.0,,,,,,,Y,93.0,,,,,,,,,,,,,,,,,1983.0
55,,,,,,,,,,,,,,,,66.0,134.0,1.0,100.0,34.0,,,,134 eggs relocated + 1 broken @ hatchery,,7-Sep-83,3-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
56,,,,,,,,,109.0,,96.0,,,,,,0.0,0.0,76.0,13.0,,,,,,,3-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
57,,,,,,,,,101.0,,93.0,,,,,,0.0,0.0,,,,,,marker not found,,,4-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
58,,,,,,,,,90.0,,89.0,,,,,70.0,104.0,0.0,95.0,5.0,,,,104 eggs relocated @ hatchery,,13-Sep-83,5-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
59,,,,,,,,,94.0,,86.0,,,,,,0.0,0.0,,,,,,marker not found,,,5-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
60,,,,,,,,,,,,,,,,71.0,134.0,1.0,105.0,17.0,,,1.0,"134 eggs relocated + 1 broken, 121 recorded as hatching? @ hatchery",,14-Sep-83,5-Jul-83,85.0,,,,,,,Y,124.0,,,,,,,,,,,,,,,,,1983.0
61,,,,,,,,,94.0,,99.0,,,,,64.0,107.0,2.0,35.0,72.0,,,1.0,"107 eggs relocated + 2 broken, 101 recorded as hatching @ hatchery",,8-Sep-83,6-Jul-83,32.0,,,,,,,Y,110.0,,,,,,,,,,,,,,,,,1983.0
62,,,,,,,,,,,,,,,,,0.0,0.0,90.0,10.0,,,1.0,,,,6-Jul-83,89.0,,,,,,,N,101.0,,,,,,,,,,,,,,,,,1983.0
63,,,,,,,,,97.0,,90.0,,,,,,105.0,2.0,18.0,86.0,,,,105 relocated + 2 broken @ w beach,,,6-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
64,,,,,,,,,117.0,,107.0,,,,,,0.0,0.0,,,,,,marker not found,,,8-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
65,,,,,,,,,,,,,,,,60.0,95.0,0.0,25.0,64.0,,,2.0,95 eggs relocated @ hatchery,,6-Sep-83,8-Jul-83,27.0,,,,,,,Y,91.0,,,,,,,,,,,,,,,,,1983.0
66,,,,,,,,,,,,,,,,59.0,0.0,0.0,,,,,,nest not boxed - no egg shell count,,5-Sep-83,8-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
67,,,,,,,,,,,,,,,,,121.0,0.0,106.0,11.0,,,,121 eggs relocated @ higher,,,8-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
68,,,,,,,,,103.0,,93.0,,,,,58.0,106.0,5.0,68.0,33.0,,2.0,3.0,106 eggs relocated + 5 broken @ ?,,5-Sep-83,9-Jul-83,62.0,,,,,,,Y,109.0,,,,,,,,,,,,,,,,,1983.0
69,,,,,,,,,101.0,,96.0,,,,,66.0,104.0,0.0,65.0,59.0,,,2.0,"104 eggs relocated, 84 recorded hatching @ hatchery",,13-Sep-83,9-Jul-83,52.0,,,,,,,Y,126.0,,,,,,,,,,,,,,,,,1983.0
70,,,,,,,,,,,,,,,,64.0,104.0,3.0,26.0,75.0,,,2.0,"104 eggs relocated + 3 broken, 117 recorded hatching @ hatchery",,12-Sep-83,10-Jul-83,25.0,,,,,,,Y,106.0,,,,,,,,,,,,,,,,,1983.0
71,,,,,,,,,,,,,,,,66.0,126.0,0.0,47.0,71.0,,,2.0,126 eggs relocated @ hatchery,,14-Sep-83,10-Jul-83,39.0,,,,,,,Y,120.0,,,,,,,,,,,,,,,,,1983.0
72,,,,,,,,,101.0,,100.0,,,,,61.0,109.0,5.0,39.0,71.0,,1.0,,109 eggs relocated + 5 broken @ hatchery,,9-Sep-83,10-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
73,,,,,,,,,96.0,,88.0,,,,,61.0,154.0,7.0,66.0,32.0,,,,154 eggs relocated + 7 predated @ hatchery,,9-Sep-83,10-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
74,,,,,,,,,,,,,,,,68.0,105.0,0.0,13.0,101.0,,1.0,,105 eggs relocated @ hatchery,,16-Sep-83,10-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
75,,,,,,,,,,,,,,,,67.0,0.0,0.0,,,,,,"eggs not located, no count",,15-Sep-83,10-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
76,,,,,,,,,90.0,,93.0,,,,,61.0,106.0,0.0,86.0,15.0,,,1.0,106 eggs relocated @ hatchery,,9-Sep-83,10-Jul-83,84.0,,,,,,,Y,102.0,,,,,,,,,,,,,,,,,1983.0
77,,,,,,,,,,,,,,,,64.0,113.0,0.0,105.0,8.0,,,,113 eggs relocated @ hatchery,,14-Sep-83,12-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
78,,,,,,,,,,,,,,,,65.0,100.0,4.0,28.0,70.0,,1.0,,100 eggs relocated + 4 broken @ hatchery,,15-Sep-83,12-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
79,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,marker not found,,,12-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
80,,,,,,,,,107.0,,87.0,,,,,62.0,112.0,2.0,54.0,51.0,,1.0,,112 eggs relocated + 2 broken @ hatchery,,13-Sep-83,13-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
81,,,,,,,,,107.0,,108.0,,,,,,0.0,0.0,,,,,,eggs not found,,,13-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
82,,,,,,,,,93.0,,93.0,,,,,60.0,0.0,0.0,118.0,4.0,,,,hatchery,,11-Sep-83,13-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
83,,,,,,,,,110.0,,99.0,,,,,62.0,153.0,0.0,102.0,34.0,,,,153 eggs relocated @ hatchery,,13-Sep-83,13-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
84,,,,,,,,,107.0,,97.0,,,,,65.0,148.0,0.0,69.0,61.0,,,1.0,148 eggs relocated @ hatchery,,16-Sep-83,13-Jul-83,53.0,,,,,,,Y,131.0,,,,,,,,,,,,,,,,,1983.0
85,,,,,,,,,,,,,,,,62.0,116.0,2.0,74.0,34.0,,,,116 eggs relocated + 2 broken @ hatchery,,14-Sep-83,14-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
86,,,,,,,,,,,,,,,,62.0,149.0,2.0,97.0,34.0,,2.0,,149 eggs relocated + 2 broken @ hatchery,,14-Sep-83,14-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
87,,,,,,,,,,,,,,,,62.0,131.0,0.0,108.0,15.0,,,1.0,131 eggs relocated @ hatchery,,14-Sep-83,14-Jul-83,87.0,,,,,,,Y,124.0,,,,,,,,,,,,,,,,,1983.0
88,,,,,,,,,,,,,,,,63.0,132.0,0.0,86.0,35.0,,3.0,,132 eggs relocated,,17-Sep-83,16-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
89,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,only shell fragments found when dug @ hatchery,,,16-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
90,,,,,,,,,,,,,,,,66.0,0.0,0.0,,,,,,"eggs not located, no count",,20-Sep-83,16-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
91,,,,,,,,,106.0,,94.0,,,,,,0.0,0.0,,,,,,nest lost to predators,,,18-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
92,,,,,,,,,97.0,,92.0,,,,,66.0,114.0,0.0,11.0,92.0,,,2.0,"114 eggs relocated, 16 recorded hatching @ hatchery",,23-Sep-83,19-Jul-83,10.0,,,,,,,Y,105.0,,,,,,,,,,,,,,,,,1983.0
93,,,,,,,,,92.0,,88.0,,,,,67.0,116.0,3.0,55.0,59.0,,2.0,,116 eggs relocated + 3 broken @ hatchery,,24-Sep-83,19-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
94,,,,,,,,,93.0,,88.0,,,,,67.0,56.0,1.0,92.0,1.0,,,,"56 eggs relocated + 1 broken, shared with 19? @ hatchery",,24-Sep-83,19-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
95,,,,,,,,,94.0,,82.0,,,,,,0.0,0.0,83.0,6.0,,,,,,,20-Jul-83,,,,,,,,N,,,,,,,,,,,,,,,,,,1983.0
96,,,,,,,,,100.0,,100.0,,,,,67.0,84.0,1.0,55.0,21.0,,,,84 eggs relocated + 1 broken @ hatchery,,25-Sep-83,20-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
97,,,,,,,,,103.0,,100.0,,,,,66.0,119.0,0.0,101.0,17.0,,,1.0,119 eggs relocated @ hatchery,,24-Sep-83,20-Jul-83,85.0,,,,,,,Y,119.0,,,,,,,,,,,,,,,,,1983.0
98,,,,,,,,,101.0,,104.0,,,,,62.0,161.0,0.0,109.0,42.0,,,,161 eggs relocated @ hatchery,,21-Sep-83,21-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
99,,,,,,,,,99.0,,93.0,,,,,,0.0,37.0,,42.0,,,,"malformed eggs, broken upon laying, none hatched, 60 total - 37 broekn, 5 double, 2 triple, 10 single @ hatchery",,,21-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
100,,,,,,,,,99.0,,93.0,,,,,61.0,107.0,0.0,79.0,29.0,,,,107 eggs relocated @ hatchery,,21-Sep-83,22-Jul-83,,,,,,,,Y,,,,,,,,,,,,,,,,,,1983.0
101,,,,,,,,,101.0,,89.0,,,,,69.0,101.0,2.0,76.0,24.0,,2.0,2.0,101 eggs relocated + 2 broken @ hatchery,,29-Sep-83,22-Jul-83,73.0,,,,,,,Y,104.0,,,,,,,,,,,,,,,,,1983.0
